번호,사고번호,발생일시,사상자수,사고유형,도로형태,가해운전자연령,가해운전자성별,피해자연령,피해자성별,위도,경도,시도코드,시도이름,시군구코드,시군구이름,행정동코드,행정동이름,법정동코드,법정동이름,기준일자
9194,2021100000000000.00 ,2021-10-19 21:00,1,차대차 - 추돌,기타 - 기타,40세,남,33세,여,983157,1822038,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2021-10-19
9195,2021100000000000.00 ,2021-10-19 21:00,1,차대사람 - 기타,단일로 - 기타,56세,남,62세,여,985265,1818027,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-10-19
9196,2021100000000000.00 ,2021-10-20 05:00,1,차대차 - 측면충돌,단일로 - 기타,42세,남,28세,여,986293,1817432,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-20
9197,2021100000000000.00 ,2021-10-20 08:00,1,차대차 - 측면충돌,교차로 - 교차로부근,47세,남,55세,남,986030,1818302,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-10-20
9198,2021100000000000.00 ,2021-10-20 09:00,4,차대차 - 추돌,단일로 - 기타,48세,남,60세,남,989314,1819672,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2021-10-20
9199,2021100000000000.00 ,2021-10-20 13:00,2,차대차 - 측면충돌,교차로 - 교차로부근,46세,여,54세,여,984912,1818811,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-10-20
9200,2021100000000000.00 ,2021-10-20 13:00,1,차대차 - 측면충돌,기타 - 기타,71세,남,50세,여,982756,1818684,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-10-20
9201,2021100000000000.00 ,2021-10-20 13:00,1,차대차 - 추돌,단일로 - 기타,29세,남,60세,남,985076,1818728,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-10-20
9202,2021100000000000.00 ,2021-10-20 14:00,3,차대차 - 추돌,단일로 - 기타,58세,여,37세,남,982754,1818683,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-10-20
9203,2021100000000000.00 ,2021-10-20 17:00,3,차대차 - 기타,교차로 - 교차로안,21세,남,29세,여,991256,1822474,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2021-10-20
9204,2021100000000000.00 ,2021-10-21 01:00,2,차대차 - 기타,단일로 - 기타,52세,남,71세,남,981936,1823288,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013700,안산동,2021-10-21
9205,2021100000000000.00 ,2021-10-21 01:00,2,차대차 - 측면충돌,교차로 - 교차로안,29세,남,63세,남,983125,1822056,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2021-10-21
9206,2021100000000000.00 ,2021-10-21 05:00,1,차대차 - 기타,교차로 - 교차로안,61세,남,61세,남,989044,1824379,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2021-10-21
9207,2021100000000000.00 ,2021-10-21 11:00,1,차대차 - 측면충돌,교차로 - 교차로부근,66세,남,58세,남,986939,1820858,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2021-10-21
9208,2021100000000000.00 ,2021-10-21 17:00,1,차대사람 - 횡단중,교차로 - 교차로횡단보도내,36세,여,63세,여,982363,1820474,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2021-10-21
9209,2021100000000000.00 ,2021-10-21 19:00,1,차대차 - 추돌,단일로 - 기타,60세,남,31세,남,983546,1819759,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020012000,지족동,2021-10-21
9210,2021100000000000.00 ,2021-10-21 22:00,1,차대차 - 측면충돌,교차로 - 교차로안,39세,남,69세,남,985672,1816829,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-21
9211,2021100000000000.00 ,2021-10-22 00:00,1,차대차 - 추돌,교차로 - 교차로부근,50세,여,46세,여,982581,1816096,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2021-10-22
9212,2021100000000000.00 ,2021-10-22 13:00,1,차대차 - 측면충돌,기타 - 기타,67세,여,45세,남,990930,1824918,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014400,용산동,2021-10-22
9213,2021100000000000.00 ,2021-10-22 18:00,2,차대차 - 기타,단일로 - 기타,35세,남,56세,남,989118,1820853,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2021-10-22
9214,2021100000000000.00 ,2021-10-23 07:00,1,차대차 - 측면충돌,단일로 - 기타,63세,남,45세,남,983240,1821592,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2021-10-23
9215,2021100000000000.00 ,2021-10-23 13:00,1,차대차 - 기타,단일로 - 기타,57세,여,64세,남,985673,1817376,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-23
9216,2021100000000000.00 ,2021-10-23 13:00,2,차대차 - 기타,단일로 - 기타,56세,남,62세,남,986387,1817197,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-23
9217,2021100000000000.00 ,2021-10-23 14:00,1,차대차 - 측면충돌,교차로 - 교차로안,63세,여,31세,남,986588,1817894,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-23
9218,2021100000000000.00 ,2021-10-23 18:00,1,차대차 - 측면충돌,단일로 - 기타,45세,여,26세,남,984002,1820673,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2021-10-23
9219,2021100000000000.00 ,2021-10-23 18:00,1,차대차 - 측면충돌,교차로 - 교차로횡단보도내,26세,남,21세,남,986075,1817290,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-23
9220,2021100000000000.00 ,2021-10-24 10:00,1,차대차 - 측면충돌,단일로 - 기타,67세,남,41세,남,983811,1810632,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2021-10-24
9221,2021100000000000.00 ,2021-10-24 18:00,5,차대차 - 기타,단일로 - 기타,73세,남,31세,남,983069,1822180,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2021-10-24
9222,2021100000000000.00 ,2021-10-25 15:00,1,차대차 - 추돌,단일로 - 기타,38세,남,48세,남,984416,1816841,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-10-25
9223,2021100000000000.00 ,2021-10-25 16:00,1,차대차 - 기타,기타 - 기타,39세,여,71세,남,988327,1819078,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,2021-10-25
9224,2021100000000000.00 ,2021-10-25 16:00,3,차대차 - 측면충돌,교차로 - 교차로안,60세,남,28세,남,985218,1817563,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-25
9225,2021100000000000.00 ,2021-10-25 19:00,1,차대사람 - 기타,교차로 - 교차로안,23세,남,50세,여,985253,1817557,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-25
9226,2021100000000000.00 ,2021-10-25 19:00,2,차대차 - 측면충돌,단일로 - 기타,50세,여,35세,남,983543,1821079,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2021-10-25
9227,2021100000000000.00 ,2021-10-25 21:00,1,차대차 - 측면충돌,교차로 - 교차로부근,65세,남,36세,남,990454,1819829,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2021-10-25
9228,2021100000000000.00 ,2021-10-25 22:00,1,차량단독 - 공작물충돌,단일로 - 기타,27세,남,기타불명,기타불명,983237,1814734,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-10-25
9229,2021100000000000.00 ,2021-10-26 09:00,2,차대차 - 추돌,단일로 - 지하차도(도로)내,38세,남,28세,남,985911,1818386,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-10-26
9230,2021100000000000.00 ,2021-10-26 11:00,1,차량단독 - 기타,기타 - 기타,46세,남,기타불명,기타불명,983373,1821598,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2021-10-26
9231,2021100000000000.00 ,2021-10-26 14:00,2,차대차 - 기타,교차로 - 교차로안,44세,남,51세,남,983876,1820852,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2021-10-26
9232,2021100000000000.00 ,2021-10-26 18:00,1,차대사람 - 기타,기타 - 기타,32세,여,26세,남,986468,1818386,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-10-26
9233,2021100000000000.00 ,2021-10-27 09:00,1,차대차 - 기타,기타 - 기타,54세,남,54세,남,986852,1818026,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-27
9234,2021100000000000.00 ,2021-10-27 13:00,1,차대차 - 기타,단일로 - 기타,66세,남,38세,남,982085,1809203,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2021-10-27
9235,2021100000000000.00 ,2021-10-27 14:00,1,차대차 - 기타,교차로 - 교차로부근,63세,남,32세,남,986220,1820791,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2021-10-27
9236,2021100000000000.00 ,2021-10-27 15:00,3,차대차 - 추돌,단일로 - 기타,43세,남,42세,여,985478,1815614,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2021-10-27
9237,2021100000000000.00 ,2021-10-27 20:00,1,차대차 - 기타,교차로 - 교차로부근,60세,남,49세,여,983729,1812735,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010300,대정동,2021-10-27
9238,2021100000000000.00 ,2021-10-28 06:00,1,차대차 - 후진중충돌,기타 - 기타,38세,여,48세,남,980382,1807774,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2021-10-28
9239,2021100000000000.00 ,2021-10-28 09:00,2,차대차 - 측면충돌,교차로 - 교차로안,44세,여,32세,남,982546,1816042,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2021-10-28
9240,2021100000000000.00 ,2021-10-28 18:00,1,차대차 - 기타,기타 - 기타,25세,남,69세,남,990530,1826329,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014600,관평동,2021-10-28
9241,2021100000000000.00 ,2021-10-28 20:00,1,차대차 - 기타,단일로 - 기타,29세,남,22세,여,986056,1818204,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-10-28
9242,2021100000000000.00 ,2021-10-29 01:00,1,차대차 - 기타,교차로 - 교차로안,49세,남,56세,남,984173,1818853,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2021-10-29
9243,2021100000000000.00 ,2021-10-29 11:00,1,차대사람 - 기타,단일로 - 기타,49세,여,88세,남,981600,1816513,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,2021-10-29
9244,2021100000000000.00 ,2021-10-29 17:00,1,차대차 - 기타,교차로 - 교차로안,59세,남,40세,여,982978,1815584,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2021-10-29
9245,2021100000000000.00 ,2021-10-29 17:00,2,차대차 - 추돌,단일로 - 기타,38세,남,49세,남,990910,1823536,3000000000,대전광역시,3020000000,유성구,3020060000,관평동,3020014300,탑립동,2021-10-29
9246,2021100000000000.00 ,2021-10-29 18:00,2,차대차 - 측면충돌,단일로 - 기타,29세,남,54세,남,991608,1820422,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014200,원촌동,2021-10-29
9247,2021100000000000.00 ,2021-10-29 19:00,2,차대차 - 추돌,단일로 - 기타,50세,여,71세,여,982487,1823113,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020013800,외삼동,2021-10-29
9248,2021100000000000.00 ,2021-10-30 13:00,2,차대차 - 기타,교차로 - 교차로안,52세,남,59세,여,989802,1826610,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,2021-10-30
9249,2021100000000000.00 ,2021-10-30 22:00,1,차대사람 - 기타,단일로 - 기타,54세,여,56세,여,985425,1817961,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-10-30
9250,2021100000000000.00 ,2021-10-31 01:00,2,차대차 - 측면충돌,교차로 - 교차로안,71세,남,35세,남,986271,1817481,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-31
9251,2021100000000000.00 ,2021-10-31 15:00,1,차대차 - 기타,교차로 - 교차로안,62세,남,43세,여,985343,1817029,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-10-31
9252,2021100000000000.00 ,2021-10-31 18:00,1,차대차 - 기타,단일로 - 기타,34세,남,27세,남,984824,1818823,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-10-31
9253,2021100000000000.00 ,2021-10-31 19:00,1,차대차 - 기타,교차로 - 교차로횡단보도내,73세,남,26세,남,985561,1817463,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-10-31
9254,2021110000000000.00 ,2021-11-01 08:00,1,차대사람 - 보도통행중,기타 - 기타,39세,남,5세,여,989827,1826539,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2021-11-01
9255,2021110000000000.00 ,2021-11-01 08:00,1,차대차 - 기타,단일로 - 기타,59세,남,35세,남,989068,1823900,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2021-11-01
9256,2021110000000000.00 ,2021-11-01 11:00,1,차대차 - 기타,교차로 - 교차로안,45세,남,42세,남,985816,1817554,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-01
9257,2021110000000000.00 ,2021-11-01 18:00,1,차대차 - 기타,교차로 - 교차로안,56세,남,40세,남,985459,1814764,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010400,용계동,2021-11-01
9258,2021110000000000.00 ,2021-11-01 21:00,1,차대차 - 추돌,교차로 - 교차로부근,44세,남,39세,여,985461,1818509,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-01
9259,2021110000000000.00 ,2021-11-01 23:00,2,차대차 - 측면충돌,기타 - 기타,57세,남,34세,남,984794,1818267,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-01
9260,2021110000000000.00 ,2021-11-02 05:00,1,차대차 - 추돌,기타 - 기타,49세,남,71세,남,989284,1824234,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013000,화암동,2021-11-02
9261,2021110000000000.00 ,2021-11-02 10:00,1,차대차 - 기타,교차로 - 교차로안,47세,남,28세,남,984063,1811381,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2021-11-02
9262,2021110000000000.00 ,2021-11-02 13:00,2,차대차 - 기타,단일로 - 기타,24세,남,38세,여,985551,1818724,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-02
9263,2021110000000000.00 ,2021-11-03 08:00,1,차대차 - 측면충돌,교차로 - 교차로안,65세,남,65세,여,984063,1811434,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2021-11-03
9264,2021110000000000.00 ,2021-11-03 17:00,1,차대차 - 기타,교차로 - 교차로안,50세,남,36세,남,986640,1821647,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012500,신성동,2021-11-03
9265,2021110000000000.00 ,2021-11-03 18:00,2,차대차 - 추돌,단일로 - 기타,51세,남,38세,여,982170,1817522,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011300,덕명동,2021-11-03
9266,2021110000000000.00 ,2021-11-03 18:00,1,차대차 - 기타,단일로 - 기타,43세,여,39세,남,991390,1822329,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2021-11-03
9267,2021110000000000.00 ,2021-11-03 20:00,1,차대사람 - 기타,교차로 - 교차로횡단보도내,24세,남,79세,여,986247,1817522,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-03
9268,2021110000000000.00 ,2021-11-04 07:00,1,차대차 - 추돌,단일로 - 기타,43세,남,32세,여,987693,1830020,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020015200,둔곡동,2021-11-04
9269,2021110000000000.00 ,2021-11-04 07:00,1,차대차 - 기타,교차로 - 교차로안,64세,여,51세,여,985526,1817348,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-04
9270,2021110000000000.00 ,2021-11-04 08:00,2,차대차 - 기타,단일로 - 기타,42세,남,29세,여,984257,1818009,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-04
9271,2021110000000000.00 ,2021-11-04 13:00,1,차대차 - 측면충돌,교차로 - 교차로안,43세,남,58세,남,985123,1817489,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-04
9272,2021110000000000.00 ,2021-11-04 15:00,1,차대차 - 기타,단일로 - 기타,65세,남,37세,남,989532,1825062,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2021-11-04
9273,2021110000000000.00 ,2021-11-05 08:00,1,차대차 - 측면충돌,교차로 - 교차로안,68세,여,54세,남,988372,1819121,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012400,구성동,2021-11-05
9274,2021110000000000.00 ,2021-11-05 11:00,1,차대사람 - 기타,교차로 - 교차로안,42세,여,80세,남,985485,1817221,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-05
9275,2021110000000000.00 ,2021-11-05 14:00,2,차대차 - 기타,기타 - 기타,62세,남,35세,남,981111,1807815,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2021-11-05
9276,2021110000000000.00 ,2021-11-05 15:00,2,차대차 - 측면충돌,단일로 - 지하차도(도로)내,67세,남,28세,남,984688,1818815,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-05
9277,2021110000000000.00 ,2021-11-06 09:00,1,차대차 - 추돌,단일로 - 기타,73세,여,58세,여,984059,1818008,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-11-06
9278,2021110000000000.00 ,2021-11-06 10:00,2,차대차 - 기타,교차로 - 교차로안,69세,남,58세,남,981126,1807820,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020011000,방동,2021-11-06
9279,2021110000000000.00 ,2021-11-06 11:00,3,차대차 - 기타,교차로 - 교차로안,63세,여,31세,여,984418,1818024,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-06
9280,2021110000000000.00 ,2021-11-06 13:00,1,차대차 - 기타,단일로 - 기타,60세,여,41세,남,987185,1818375,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012300,어은동,2021-11-06
9281,2021110000000000.00 ,2021-11-06 19:00,1,차대차 - 측면충돌,교차로 - 교차로안,31세,남,33세,남,984862,1817694,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-11-06
9282,2021110000000000.00 ,2021-11-06 21:00,1,차대차 - 측면충돌,단일로 - 기타,53세,남,54세,남,985583,1817997,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-06
9283,2021110000000000.00 ,2021-11-06 21:00,1,차대차 - 측면충돌,교차로 - 교차로안,35세,남,37세,남,985473,1815282,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2021-11-06
9284,2021110000000000.00 ,2021-11-06 23:00,1,차대차 - 추돌,단일로 - 기타,34세,남,45세,남,986455,1817913,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-06
9285,2021110000000000.00 ,2021-11-07 02:00,1,차대차 - 측면충돌,교차로 - 교차로안,51세,남,64세,남,985470,1817702,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-07
9286,2021110000000000.00 ,2021-11-07 15:00,1,차대차 - 측면충돌,교차로 - 교차로안,52세,남,50세,남,985228,1818214,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-07
9287,2021110000000000.00 ,2021-11-07 17:00,1,차대차 - 기타,교차로 - 교차로안,67세,남,55세,남,982892,1821510,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020013900,반석동,2021-11-07
9288,2021110000000000.00 ,2021-11-07 19:00,1,차대차 - 측면충돌,단일로 - 기타,29세,남,63세,남,983912,1816077,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011600,복용동,2021-11-07
9289,2021110000000000.00 ,2021-11-07 19:00,5,차대차 - 기타,단일로 - 기타,60세,남,69세,남,984028,1811121,3000000000,대전광역시,3020000000,유성구,3020052000,진잠동,3020010100,원내동,2021-11-07
9290,2021110000000000.00 ,2021-11-07 22:00,1,차대차 - 측면충돌,교차로 - 교차로안,22세,남,21세,남,985606,1817596,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-07
9291,2021110000000000.00 ,2021-11-07 22:00,2,차대차 - 기타,교차로 - 교차로부근,34세,남,39세,남,985234,1818444,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-07
9292,2021110000000000.00 ,2021-11-08 07:00,1,차대차 - 측면충돌,교차로 - 교차로부근,54세,남,30세,남,983887,1820829,3000000000,대전광역시,3020000000,유성구,3020054700,노은2동,3020012000,지족동,2021-11-08
9293,2021110000000000.00 ,2021-11-08 12:00,2,차대차 - 기타,교차로 - 교차로안,39세,남,47세,여,982548,1818115,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-11-08
9294,2021110000000000.00 ,2021-11-08 15:00,1,차대차 - 기타,교차로 - 교차로부근,79세,여,35세,남,984207,1818835,3000000000,대전광역시,3020000000,유성구,3020054600,노은1동,3020011900,노은동,2021-11-08
9295,2021110000000000.00 ,2021-11-08 18:00,1,차대차 - 측면충돌,교차로 - 교차로안,69세,남,52세,여,986351,1816780,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011100,봉명동,2021-11-08
9296,2021110000000000.00 ,2021-11-08 19:00,2,차대차 - 측면충돌,기타 - 기타,42세,여,27세,남,985300,1815702,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2021-11-08
9297,2021110000000000.00 ,2021-11-09 01:00,2,차대차 - 기타,교차로 - 교차로안,47세,남,48세,남,989860,1826484,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014500,봉산동,2021-11-09
9298,2021110000000000.00 ,2021-11-09 13:00,2,차대차 - 기타,교차로 - 교차로안,39세,남,40세,여,989638,1826173,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020014700,송강동,2021-11-09
9299,2021110000000000.00 ,2021-11-09 17:00,1,차대사람 - 횡단중,단일로 - 기타,25세,남,73세,남,989123,1820094,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012600,가정동,2021-11-09
9300,2021110000000000.00 ,2021-11-10 10:00,1,차대차 - 기타,단일로 - 기타,50세,남,57세,남,985132,1816819,3000000000,대전광역시,3020000000,유성구,3020052700,상대동,3020011500,상대동,2021-11-10
9301,2021110000000000.00 ,2021-11-10 16:00,1,차대차 - 기타,기타 - 기타,55세,남,22세,남,986205,1818292,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-11-10
9302,2021110000000000.00 ,2021-11-10 18:00,1,차대차 - 측면충돌,기타 - 기타,39세,남,52세,남,992232,1823380,3000000000,대전광역시,3020000000,유성구,3020057000,전민동,3020014100,전민동,2021-11-10
9303,2021110000000000.00 ,2021-11-10 22:00,1,차대차 - 측면충돌,단일로 - 기타,35세,남,75세,남,984016,1816250,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020011600,복용동,2021-11-10
9304,2021110000000000.00 ,2021-11-11 17:00,2,차대차 - 기타,단일로 - 기타,54세,남,36세,여,982434,1821341,3000000000,대전광역시,3020000000,유성구,3020054800,노은3동,3020012000,지족동,2021-11-11
9305,2021110000000000.00 ,2021-11-11 17:00,4,차대차 - 기타,단일로 - 기타,39세,남,60세,남,983439,1815006,3000000000,대전광역시,3020000000,유성구,3020052600,학하동,3020010500,학하동,2021-11-11
9306,2021110000000000.00 ,2021-11-11 19:00,1,차대차 - 기타,단일로 - 기타,68세,남,45세,남,984598,1817105,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-11-11
9307,2021110000000000.00 ,2021-11-11 19:00,1,차대차 - 추돌,단일로 - 기타,31세,남,32세,여,986077,1817892,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-11
9308,2021110000000000.00 ,2021-11-11 20:00,1,차대차 - 기타,교차로 - 교차로안,44세,남,57세,남,985133,1816957,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011200,구암동,2021-11-11
9309,2021110000000000.00 ,2021-11-11 21:00,1,차대차 - 기타,교차로 - 교차로부근,35세,남,48세,여,985493,1818606,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-11
9310,2021110000000000.00 ,2021-11-12 02:00,1,차대차 - 기타,교차로 - 교차로부근,38세,남,49세,남,986283,1816090,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2021-11-12
9311,2021110000000000.00 ,2021-11-12 07:00,1,차대차 - 기타,교차로 - 교차로안,30세,여,38세,남,985395,1823281,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020013500,신봉동,2021-11-12
9312,2021110000000000.00 ,2021-11-12 08:00,1,차대차 - 추돌,교차로 - 교차로부근,66세,여,45세,남,986394,1817213,3000000000,대전광역시,3020000000,유성구,3020053000,온천1동,3020011100,봉명동,2021-11-12
9313,2021110000000000.00 ,2021-11-12 13:00,2,차대차 - 기타,단일로 - 기타,49세,남,53세,남,988085,1827411,3000000000,대전광역시,3020000000,유성구,3020058000,구즉동,3020015300,구룡동,2021-11-12
9314,2021110000000000.00 ,2021-11-12 14:00,1,차대차 - 추돌,단일로 - 기타,46세,남,46세,여,986387,1815819,3000000000,대전광역시,3020000000,유성구,3020061000,원신흥동,3020011400,원신흥동,2021-11-12
9315,2021110000000000.00 ,2021-11-12 18:00,2,차대차 - 측면충돌,단일로 - 기타,31세,여,31세,남,989114,1820720,3000000000,대전광역시,3020000000,유성구,3020055000,신성동,3020012700,도룡동,2021-11-12
9316,2021110000000000.00 ,2021-11-12 20:00,2,차대사람 - 기타,교차로 - 교차로안,32세,남,27세,남,985636,1817786,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020011700,장대동,2021-11-12
9317,2021110000000000.00 ,2021-11-13 09:00,1,차대차 - 기타,단일로 - 기타,29세,여,54세,남,986023,1818341,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-11-13
9318,2021110000000000.00 ,2021-11-13 10:00,1,차대차 - 기타,교차로 - 교차로안,62세,남,63세,남,986067,1818329,3000000000,대전광역시,3020000000,유성구,3020054000,온천2동,3020012200,궁동,2021-11-13
